Date,City,Branch,Product,Sales,InventoryLevel (%),CustomerFootfall,EmployeeName,AvgServiceTime,ReturnRate,LoyaltySegment
2025-01-28,Jaipur,Jaipur - Branch 2,Latte,232.69,31,12,Evelyn,4.57,0.08,Loyal
2025-05-23,Dubai,Dubai - Branch 2,Latte,515.71,99,131,Nicole,1.87,0.1,Returning
2025-06-29,Singapore,Singapore - Branch 1,Mocha,326.59,56,68,Tracy,5.58,0.09,Returning
2025-05-28,Jaipur,Jaipur - Branch 3,Americano,205.77,96,196,Danielle,2.79,0.05,Loyal
2025-01-15,Pune,Pune - Branch 2,Frappuccino,411.34,50,21,Carmen,3.13,0.03,Loyal
2025-01-28,London,London - Branch 3,Cappuccino,314.44,35,125,Judy,2.63,0.07,Returning
2025-01-21,Pune,Pune - Branch 3,Mocha,465.57,89,173,Victoria,4.23,0.04,New
2025-06-30,Jaipur,Jaipur - Branch 2,Americano,377.85,70,74,Raymond,5.4,0.01,Loyal
2025-07-08,Chennai,Chennai - Branch 2,Cold Brew,205.52,80,63,Malik,5.99,0.06,Returning
2025-03-05,Delhi,Delhi - Branch 2,Cold Brew,377.11,30,79,Jennifer,3.42,0.15,Returning
2025-06-30,New York,New York - Branch 3,Frappuccino,383.63,99,34,Sarah,1.75,0.1,New
2025-06-06,Delhi,Delhi - Branch 1,Cappuccino,434.54,49,200,Ryan,6.22,0.15,New
2025-05-10,Ahmedabad,Ahmedabad - Branch 2,Cappuccino,517.97,31,152,Bryan,6.94,0.05,Loyal
2025-02-03,Jaipur,Jaipur - Branch 3,Latte,208.95,74,176,Lydia,2.34,0.01,Loyal
2025-03-07,Lucknow,Lucknow - Branch 1,Cold Brew,317.59,90,118,Ian,4.65,0.03,Returning
2025-04-14,Singapore,Singapore - Branch 3,Cold Brew,224.89,58,95,Daniel,6.52,0.08,Returning
2025-06-29,Pune,Pune - Branch 1,Frappuccino,511.44,68,37,Jeffrey,5.23,0.0,Loyal
2025-03-02,Kolkata,Kolkata - Branch 1,Americano,536.01,79,196,Doris,6.36,0.13,Loyal
2025-01-29,Lucknow,Lucknow - Branch 2,Cappuccino,431.08,95,62,Tiffany,6.91,0.03,Loyal
2025-07-02,Hyderabad,Hyderabad - Branch 1,Frappuccino,153.19,70,37,Jerry,4.35,0.07,Loyal
2025-04-24,New York,New York - Branch 2,Mocha,243.76,41,107,Trevor,4.04,0.12,Loyal
2025-03-01,Singapore,Singapore - Branch 1,Frappuccino,356.47,42,186,Nicholas,3.5,0.09,Returning
2025-03-13,London,London - Branch 1,Espresso,527.97,83,143,Brittany,5.02,0.05,New
2025-05-16,Kolkata,Kolkata - Branch 2,Cold Brew,390.96,97,53,Jonathan,5.68,0.07,Loyal
2025-01-18,Singapore,Singapore - Branch 3,Latte,441.66,67,111,Leslie,6.4,0.1,New
2025-05-08,Bangalore,Bangalore - Branch 1,Americano,198.21,66,51,Linda,5.33,0.07,Loyal
2025-06-18,Singapore,Singapore - Branch 2,Cappuccino,474.99,90,165,Sally,2.53,0.11,Loyal
2025-03-16,London,London - Branch 1,Mocha,462.38,33,159,Debra,4.66,0.01,Loyal
2025-02-03,Surat,Surat - Branch 1,Frappuccino,370.08,31,172,Kelly,1.53,0.07,Loyal
2025-05-10,Bangalore,Bangalore - Branch 1,Cappuccino,296.74,68,79,Tina,6.83,0.14,Returning
2025-02-12,New York,New York - Branch 3,Frappuccino,189.97,73,196,Cassandra,2.83,0.09,Loyal
2025-05-23,Singapore,Singapore - Branch 1,Mocha,546.4,85,71,Chris,1.57,0.08,Loyal
2025-05-25,Delhi,Delhi - Branch 1,Frappuccino,506.34,34,38,Angela,4.81,0.1,New
2025-03-11,Ahmedabad,Ahmedabad - Branch 1,Cold Brew,208.44,54,72,Lori,4.51,0.03,Returning
2025-07-02,Kolkata,Kolkata - Branch 3,Cappuccino,180.35,62,39,Victor,5.53,0.13,Returning
2025-01-17,Chennai,Chennai - Branch 1,Cold Brew,341.68,78,190,Jeffrey,3.19,0.09,Loyal
2025-04-20,New York,New York - Branch 2,Latte,463.15,57,191,Randy,1.8,0.09,New
2025-06-20,Dubai,Dubai - Branch 2,Americano,357.61,72,65,Steven,3.13,0.14,Loyal
2025-01-11,Delhi,Delhi - Branch 3,Espresso,462.51,43,71,Courtney,4.9,0.13,Returning
2025-04-01,Chennai,Chennai - Branch 2,Espresso,516.84,61,88,Angela,3.43,0.06,Loyal
2025-01-14,Chennai,Chennai - Branch 2,Espresso,191.82,38,169,Jillian,3.79,0.01,Returning
2025-04-06,Bangalore,Bangalore - Branch 3,Mocha,450.44,95,133,Jessica,5.03,0.06,Returning
2025-06-01,Surat,Surat - Branch 1,Cold Brew,295.53,57,15,Carol,4.08,0.14,New
2025-05-29,Delhi,Delhi - Branch 1,Cold Brew,379.28,37,116,Kimberly,4.26,0.03,Loyal
2025-06-15,Singapore,Singapore - Branch 1,Americano,180.12,96,114,Seth,5.42,0.09,Returning
2025-06-30,London,London - Branch 3,Cappuccino,322.53,81,75,Patrick,1.53,0.03,Loyal
2025-03-19,Ahmedabad,Ahmedabad - Branch 3,Latte,372.86,62,25,Mario,2.86,0.02,Returning
2025-05-19,London,London - Branch 1,Espresso,296.03,48,41,Melissa,4.23,0.03,Returning
2025-05-05,Pune,Pune - Branch 1,Cold Brew,473.66,46,74,Jessica,6.38,0.13,New
2025-04-06,Hyderabad,Hyderabad - Branch 1,Mocha,272.69,66,177,Paul,6.56,0.08,New
2025-04-23,Dubai,Dubai - Branch 2,Frappuccino,401.11,97,141,Jody,4.0,0.05,Loyal
2025-04-06,Chennai,Chennai - Branch 1,Mocha,278.42,71,10,Erika,5.84,0.03,Returning
2025-04-23,Delhi,Delhi - Branch 2,Americano,343.44,49,83,Jeffrey,3.22,0.09,New
2025-05-31,London,London - Branch 2,Cappuccino,513.4,78,94,Cindy,3.63,0.11,New
2025-01-24,New York,New York - Branch 2,Mocha,298.49,62,79,Shelly,6.71,0.11,New
2025-03-26,Singapore,Singapore - Branch 2,Cold Brew,406.91,41,191,Margaret,3.05,0.01,Returning
2025-07-10,Delhi,Delhi - Branch 3,Cold Brew,263.53,68,65,Levi,5.7,0.0,Loyal
2025-06-11,Dubai,Dubai - Branch 2,Americano,186.99,66,128,Tyler,6.78,0.03,Loyal
2025-05-22,Chennai,Chennai - Branch 2,Latte,178.32,55,150,Andrew,6.16,0.06,New
2025-01-21,Dubai,Dubai - Branch 3,Mocha,534.94,95,25,Michael,6.92,0.09,New
2025-05-28,Ahmedabad,Ahmedabad - Branch 3,Cappuccino,201.11,37,143,Dwayne,6.15,0.01,Returning
2025-01-17,Pune,Pune - Branch 3,Frappuccino,242.22,94,64,Thomas,2.91,0.09,Returning
2025-07-03,Bangalore,Bangalore - Branch 3,Mocha,381.57,56,192,Jillian,4.98,0.14,Returning
2025-02-05,Kolkata,Kolkata - Branch 2,Americano,234.91,45,58,Timothy,6.34,0.08,Returning
2025-03-21,Bangalore,Bangalore - Branch 2,Cold Brew,203.3,72,192,Lauren,2.07,0.01,Returning
2025-04-27,Lucknow,Lucknow - Branch 3,Mocha,189.27,63,20,Jeffrey,2.05,0.09,New
2025-03-25,Delhi,Delhi - Branch 2,Latte,445.32,78,168,Thomas,4.78,0.14,New
2025-02-09,Singapore,Singapore - Branch 2,Mocha,461.91,72,15,Shannon,5.01,0.11,Returning
2025-02-23,Delhi,Delhi - Branch 3,Espresso,380.36,54,141,Edward,3.5,0.01,Returning
2025-04-10,London,London - Branch 1,Frappuccino,187.6,43,176,Jonathan,6.45,0.1,Loyal
2025-03-09,Mumbai,Mumbai - Branch 3,Americano,525.1,55,106,Jonathan,3.12,0.07,New
2025-02-07,Lucknow,Lucknow - Branch 2,Americano,416.32,79,170,Marilyn,3.38,0.09,Returning
2025-03-11,London,London - Branch 1,Espresso,537.95,79,127,Megan,4.44,0.1,New
2025-06-27,Delhi,Delhi - Branch 3,Frappuccino,437.85,78,19,Colin,4.85,0.09,Loyal
2025-06-16,Hyderabad,Hyderabad - Branch 3,Cappuccino,477.48,51,195,Alexander,2.12,0.1,Loyal
2025-03-15,Bangalore,Bangalore - Branch 2,Cappuccino,413.89,33,157,Jennifer,2.43,0.13,Returning
2025-04-25,Ahmedabad,Ahmedabad - Branch 2,Frappuccino,292.5,93,66,Elizabeth,6.75,0.08,Loyal
2025-05-31,Delhi,Delhi - Branch 2,Latte,425.8,95,105,Carla,6.2,0.05,Loyal
2025-01-30,Dubai,Dubai - Branch 1,Cappuccino,517.35,35,104,Kristina,2.93,0.05,New
2025-06-26,Dubai,Dubai - Branch 2,Espresso,273.02,88,48,Chase,5.6,0.09,Returning
2025-05-04,Lucknow,Lucknow - Branch 1,Latte,528.4,90,132,Marcus,3.7,0.14,New
2025-04-23,London,London - Branch 1,Mocha,470.82,48,17,Jessica,3.11,0.1,Returning
2025-03-29,Pune,Pune - Branch 2,Americano,497.12,60,40,Susan,1.61,0.03,Returning
2025-04-13,Kolkata,Kolkata - Branch 2,Cappuccino,207.25,97,129,Krystal,2.53,0.14,Loyal
2025-04-11,Kolkata,Kolkata - Branch 2,Cold Brew,420.76,76,180,Krystal,5.11,0.05,Loyal
2025-05-18,Delhi,Delhi - Branch 3,Cappuccino,181.0,32,148,Thomas,3.28,0.07,New
2025-05-26,Hyderabad,Hyderabad - Branch 1,Cold Brew,484.98,91,149,Raymond,2.26,0.06,Returning
2025-06-05,Hyderabad,Hyderabad - Branch 1,Frappuccino,181.86,36,194,Phillip,3.88,0.12,Returning
2025-03-09,Chennai,Chennai - Branch 3,Cold Brew,322.91,48,35,Cynthia,3.53,0.14,Returning
2025-05-03,Surat,Surat - Branch 2,Cold Brew,317.8,38,184,Elizabeth,5.36,0.14,Returning
2025-06-16,Ahmedabad,Ahmedabad - Branch 3,Espresso,235.23,46,86,Rebecca,6.77,0.04,Returning
2025-04-18,Pune,Pune - Branch 3,Espresso,341.4,69,120,Steven,4.99,0.06,Loyal
2025-03-12,Delhi,Delhi - Branch 2,Mocha,484.09,73,171,Patrick,3.57,0.14,Loyal
2025-03-14,Hyderabad,Hyderabad - Branch 2,Espresso,370.7,61,76,Elizabeth,1.74,0.01,Loyal
2025-04-04,Dubai,Dubai - Branch 2,Mocha,528.46,49,75,Victoria,4.58,0.05,Returning
2025-06-22,Delhi,Delhi - Branch 2,Espresso,202.54,43,166,Bryan,2.8,0.15,New
2025-06-18,Dubai,Dubai - Branch 2,Cappuccino,165.7,63,29,Kelsey,5.21,0.08,Loyal
2025-04-15,Bangalore,Bangalore - Branch 1,Americano,289.96,43,45,Calvin,2.7,0.05,New
2025-03-02,Mumbai,Mumbai - Branch 1,Frappuccino,359.09,67,76,Jessica,6.6,0.13,Loyal
2025-05-25,Surat,Surat - Branch 2,Latte,302.5,90,33,Anne,5.95,0.07,Loyal
2025-05-01,Dubai,Dubai - Branch 2,Mocha,274.18,61,89,Edward,3.77,0.12,Returning
2025-05-19,Chennai,Chennai - Branch 3,Espresso,343.81,68,103,Laura,5.3,0.02,Loyal
2025-02-26,London,London - Branch 2,Americano,458.69,91,63,Robert,6.56,0.03,New
2025-04-18,Ahmedabad,Ahmedabad - Branch 1,Mocha,163.31,58,131,Jonathan,4.34,0.05,New
2025-07-06,New York,New York - Branch 2,Americano,437.11,53,51,Amy,4.41,0.01,Loyal
2025-02-12,Lucknow,Lucknow - Branch 1,Cappuccino,205.21,44,57,Luke,4.29,0.11,Loyal
2025-05-01,Pune,Pune - Branch 2,Cappuccino,150.86,47,10,Mark,4.35,0.09,New
2025-05-19,London,London - Branch 3,Frappuccino,365.38,66,53,Daniel,2.19,0.01,New
2025-06-06,London,London - Branch 3,Cold Brew,377.83,31,163,Matthew,4.21,0.01,New
2025-02-05,Surat,Surat - Branch 1,Frappuccino,346.79,45,137,Eddie,2.49,0.0,Returning
2025-02-20,New York,New York - Branch 3,Americano,250.21,30,136,Mary,3.04,0.02,New
2025-06-20,Hyderabad,Hyderabad - Branch 3,Americano,523.24,31,19,Amanda,6.63,0.06,Returning
2025-06-19,Delhi,Delhi - Branch 1,Latte,316.88,97,107,Justin,1.87,0.02,New
2025-01-12,Dubai,Dubai - Branch 2,Latte,261.32,99,75,Jade,3.87,0.0,Loyal
2025-05-18,Bangalore,Bangalore - Branch 2,Espresso,443.13,88,148,Gwendolyn,6.8,0.13,Loyal
2025-04-18,Delhi,Delhi - Branch 2,Mocha,350.46,31,93,Steven,3.47,0.14,Loyal
2025-06-23,Chennai,Chennai - Branch 1,Americano,234.54,32,104,Zachary,6.25,0.11,New
2025-05-02,Chennai,Chennai - Branch 2,Espresso,169.38,77,161,Andrew,4.14,0.02,Returning
2025-03-03,Surat,Surat - Branch 3,Frappuccino,248.09,68,46,William,2.62,0.13,Loyal
2025-03-27,Lucknow,Lucknow - Branch 2,Frappuccino,514.81,32,38,Christopher,6.06,0.12,New
2025-06-10,New York,New York - Branch 1,Frappuccino,285.39,85,115,Nicole,6.38,0.04,New
2025-04-10,Dubai,Dubai - Branch 3,Mocha,507.6,72,21,Tracy,1.96,0.12,Loyal
2025-03-24,Delhi,Delhi - Branch 3,Mocha,285.08,39,152,Jeffrey,3.31,0.0,Loyal
2025-06-24,Delhi,Delhi - Branch 1,Cold Brew,411.12,82,190,Gregory,1.81,0.13,Loyal
2025-06-18,Dubai,Dubai - Branch 2,Espresso,241.64,93,165,Maria,6.38,0.1,New
2025-03-17,New York,New York - Branch 3,Cold Brew,391.0,93,28,Connie,4.87,0.08,New
2025-03-26,Bangalore,Bangalore - Branch 3,Latte,210.57,37,162,Brian,3.23,0.02,New
2025-03-14,Delhi,Delhi - Branch 2,Latte,466.58,84,50,Scott,3.25,0.14,Loyal
2025-06-03,Lucknow,Lucknow - Branch 1,Latte,548.94,85,133,Danielle,5.13,0.07,New
2025-03-15,Delhi,Delhi - Branch 2,Americano,277.89,35,103,Jenna,5.35,0.0,Returning
2025-05-02,Dubai,Dubai - Branch 3,Americano,498.87,35,35,Ann,2.02,0.0,Loyal
2025-06-04,Surat,Surat - Branch 1,Frappuccino,432.69,38,136,Tyler,2.84,0.1,Loyal
2025-06-05,Singapore,Singapore - Branch 1,Latte,224.96,54,194,Anita,5.27,0.1,Returning
2025-04-03,New York,New York - Branch 2,Latte,520.51,96,195,Jeremiah,3.0,0.11,New
2025-03-10,London,London - Branch 2,Latte,431.9,38,149,Jenny,4.13,0.04,New
2025-05-10,New York,New York - Branch 3,Cold Brew,518.53,47,78,Matthew,5.23,0.12,New
2025-04-24,Dubai,Dubai - Branch 2,Cappuccino,393.39,46,14,Gerald,5.77,0.03,New
2025-05-30,Ahmedabad,Ahmedabad - Branch 3,Americano,257.15,39,139,Michael,5.71,0.02,Returning
2025-03-17,New York,New York - Branch 1,Espresso,375.38,54,116,Haley,2.93,0.13,Loyal
2025-02-09,London,London - Branch 3,Americano,403.72,58,188,William,3.3,0.14,Loyal
2025-04-22,Singapore,Singapore - Branch 1,Espresso,155.93,99,160,Jennifer,5.83,0.04,Loyal
2025-07-06,Delhi,Delhi - Branch 3,Cappuccino,359.94,84,116,Terri,3.71,0.14,New
2025-07-10,Ahmedabad,Ahmedabad - Branch 3,Frappuccino,211.16,80,167,Catherine,5.09,0.0,Returning
2025-01-26,Dubai,Dubai - Branch 3,Cold Brew,300.93,47,56,Adam,4.08,0.12,Loyal
2025-05-25,Mumbai,Mumbai - Branch 3,Cappuccino,357.77,75,92,Heather,2.01,0.09,New
2025-02-26,Lucknow,Lucknow - Branch 2,Cold Brew,183.95,31,65,Amber,4.23,0.05,New
2025-01-30,Singapore,Singapore - Branch 2,Frappuccino,337.5,50,61,Mary,5.95,0.12,Loyal
2025-04-04,Mumbai,Mumbai - Branch 1,Espresso,379.77,96,132,Jessica,1.85,0.06,Loyal
2025-04-27,Dubai,Dubai - Branch 2,Latte,418.36,66,162,John,4.18,0.11,Returning
2025-06-08,Pune,Pune - Branch 1,Latte,274.79,80,185,Nathan,1.77,0.07,Returning
2025-01-13,London,London - Branch 2,Espresso,291.21,48,127,Tara,6.09,0.14,Loyal
2025-02-26,Pune,Pune - Branch 2,Cappuccino,458.91,35,66,Lori,5.04,0.07,Loyal
2025-07-09,Lucknow,Lucknow - Branch 3,Latte,427.64,85,198,Debra,6.44,0.04,Returning
2025-02-24,Singapore,Singapore - Branch 3,Americano,152.23,55,139,Scott,2.43,0.08,Loyal
2025-04-19,Jaipur,Jaipur - Branch 1,Espresso,240.09,90,189,Brandon,3.84,0.12,Returning
2025-05-13,Delhi,Delhi - Branch 2,Espresso,207.3,43,47,Stephanie,6.43,0.06,New
2025-02-01,Jaipur,Jaipur - Branch 1,Mocha,439.23,91,74,Joseph,6.85,0.12,New
2025-03-22,Bangalore,Bangalore - Branch 2,Cold Brew,467.85,61,10,Scott,6.06,0.08,Loyal
2025-06-01,Bangalore,Bangalore - Branch 3,Cold Brew,303.16,47,178,Christina,6.77,0.06,Returning
2025-06-26,Pune,Pune - Branch 1,Espresso,177.42,59,126,Victor,4.35,0.01,Loyal
2025-02-06,Singapore,Singapore - Branch 1,Espresso,489.21,40,60,Lawrence,5.43,0.04,New
2025-01-10,New York,New York - Branch 1,Cappuccino,517.14,53,136,Christopher,6.25,0.07,New
2025-01-22,Delhi,Delhi - Branch 2,Cappuccino,280.8,70,80,Dana,4.54,0.04,Loyal
2025-01-11,Lucknow,Lucknow - Branch 1,Cappuccino,178.47,37,116,Kari,4.81,0.04,New
2025-03-23,Lucknow,Lucknow - Branch 2,Americano,287.06,61,125,Hayden,6.81,0.07,New
2025-02-19,Jaipur,Jaipur - Branch 2,Latte,294.68,71,17,Steven,3.99,0.14,Returning
2025-06-12,Bangalore,Bangalore - Branch 3,Espresso,274.25,93,57,Scott,4.09,0.13,New
2025-01-20,Chennai,Chennai - Branch 3,Espresso,396.47,63,24,Amber,6.86,0.12,New
2025-04-15,Hyderabad,Hyderabad - Branch 1,Americano,457.55,88,89,Holly,2.28,0.08,New
2025-01-23,Surat,Surat - Branch 1,Cold Brew,171.41,89,63,Douglas,5.14,0.03,Loyal
2025-04-27,Jaipur,Jaipur - Branch 1,Mocha,361.19,62,44,Amy,3.37,0.05,Loyal
2025-06-28,Dubai,Dubai - Branch 3,Espresso,340.69,35,141,Tracy,4.42,0.12,Loyal
2025-06-14,Surat,Surat - Branch 2,Mocha,212.01,65,78,Kristen,4.83,0.11,Returning
2025-03-16,Pune,Pune - Branch 1,Espresso,240.17,93,16,Mariah,1.55,0.03,Returning
2025-02-22,New York,New York - Branch 2,Americano,521.25,53,36,Alexandra,1.79,0.01,Returning
2025-02-08,Kolkata,Kolkata - Branch 1,Americano,485.22,43,78,Michael,3.84,0.13,Returning
2025-05-24,Kolkata,Kolkata - Branch 3,Americano,214.26,94,138,Shelly,3.22,0.04,Loyal
2025-04-03,Hyderabad,Hyderabad - Branch 3,Frappuccino,205.31,95,157,Ashley,5.37,0.08,Returning
2025-03-01,Delhi,Delhi - Branch 3,Americano,446.28,41,193,Edward,6.88,0.03,Returning
2025-04-11,Surat,Surat - Branch 1,Cappuccino,514.84,74,133,Parker,4.19,0.06,Returning
2025-03-20,New York,New York - Branch 3,Espresso,196.18,36,161,Jose,4.61,0.14,Loyal
2025-03-02,Pune,Pune - Branch 1,Latte,385.9,33,163,Arthur,3.29,0.05,Returning
2025-03-02,Ahmedabad,Ahmedabad - Branch 2,Frappuccino,195.37,40,16,Carla,2.97,0.0,Loyal
2025-04-16,Kolkata,Kolkata - Branch 1,Frappuccino,431.93,55,95,Darrell,6.59,0.1,Returning
2025-02-24,Dubai,Dubai - Branch 3,Cold Brew,299.0,32,99,Richard,5.1,0.06,Loyal
2025-07-06,Lucknow,Lucknow - Branch 2,Mocha,275.02,99,191,Michael,3.31,0.02,Loyal
2025-06-29,Ahmedabad,Ahmedabad - Branch 3,Frappuccino,445.5,89,16,Mary,6.61,0.12,Loyal
2025-05-27,Dubai,Dubai - Branch 2,Mocha,152.54,51,11,Susan,5.34,0.13,Loyal
2025-03-13,Hyderabad,Hyderabad - Branch 2,Espresso,350.33,72,47,Audrey,5.42,0.05,New
2025-05-08,Ahmedabad,Ahmedabad - Branch 3,Cappuccino,476.27,95,57,Micheal,6.31,0.12,Loyal
2025-05-24,Pune,Pune - Branch 1,Latte,314.45,44,30,Hector,6.89,0.13,Returning
2025-01-16,Delhi,Delhi - Branch 1,Latte,532.55,89,83,Michael,1.55,0.14,Returning
2025-05-17,Surat,Surat - Branch 2,Frappuccino,534.95,79,163,Rebecca,1.65,0.08,Returning
2025-02-19,Hyderabad,Hyderabad - Branch 1,Cold Brew,214.16,45,27,Glenda,3.23,0.09,Returning
2025-02-08,Kolkata,Kolkata - Branch 2,Espresso,528.89,60,87,James,3.66,0.07,New
2025-05-15,New York,New York - Branch 2,Cappuccino,346.31,64,26,Jeff,2.67,0.02,Loyal
2025-02-09,New York,New York - Branch 2,Espresso,425.2,73,57,Marcus,5.99,0.02,Returning
2025-01-28,Pune,Pune - Branch 1,Latte,250.67,81,67,Samantha,5.9,0.06,Loyal
2025-03-17,Hyderabad,Hyderabad - Branch 3,Latte,247.96,64,76,Benjamin,4.98,0.03,Returning
2025-06-13,Jaipur,Jaipur - Branch 3,Latte,340.63,47,74,Ashley,1.79,0.12,Returning
2025-03-16,London,London - Branch 2,Cappuccino,417.41,100,141,Ronald,4.45,0.08,Loyal
2025-04-13,Singapore,Singapore - Branch 1,Cold Brew,171.46,76,172,Jeffrey,5.82,0.1,New
2025-01-12,Jaipur,Jaipur - Branch 3,Cold Brew,394.56,35,55,Stephen,3.62,0.12,Loyal
2025-04-21,Kolkata,Kolkata - Branch 1,Latte,533.22,51,131,Nicole,4.99,0.02,New
2025-05-05,Hyderabad,Hyderabad - Branch 1,Latte,470.27,57,138,Jonathan,4.76,0.14,Loyal
2025-03-11,Jaipur,Jaipur - Branch 2,Americano,397.46,88,11,Melissa,1.76,0.06,Returning
2025-07-06,Hyderabad,Hyderabad - Branch 1,Americano,247.12,77,36,Juan,3.46,0.12,Loyal
2025-04-05,Jaipur,Jaipur - Branch 2,Mocha,179.16,45,169,Eric,6.07,0.06,Loyal
2025-07-07,Bangalore,Bangalore - Branch 2,Cold Brew,158.01,94,89,Tiffany,4.32,0.14,New
2025-01-18,New York,New York - Branch 3,Cold Brew,380.03,33,61,Hailey,5.34,0.06,Returning
2025-04-13,Bangalore,Bangalore - Branch 2,Latte,165.61,34,162,Jason,6.65,0.09,Loyal
2025-06-03,London,London - Branch 3,Cappuccino,190.18,92,137,Susan,6.1,0.13,Loyal
2025-03-09,Dubai,Dubai - Branch 2,Cappuccino,490.71,84,21,Rachel,4.36,0.1,Loyal
2025-04-10,Lucknow,Lucknow - Branch 2,Frappuccino,178.75,55,129,Beverly,5.94,0.0,Returning
2025-05-15,Ahmedabad,Ahmedabad - Branch 3,Cappuccino,538.98,31,169,Robert,3.26,0.08,Loyal
2025-05-15,Singapore,Singapore - Branch 3,Mocha,291.5,31,20,Brianna,3.17,0.09,Returning
2025-05-30,Pune,Pune - Branch 2,Frappuccino,475.51,41,74,Melody,2.19,0.12,Loyal
2025-03-25,Lucknow,Lucknow - Branch 1,Latte,507.38,32,125,John,6.15,0.09,Loyal
2025-07-09,Lucknow,Lucknow - Branch 2,Mocha,417.16,93,163,Brooke,2.7,0.08,Loyal
2025-01-25,Singapore,Singapore - Branch 2,Cappuccino,279.94,59,106,Richard,1.52,0.01,Loyal
2025-03-10,London,London - Branch 3,Americano,242.07,41,65,Mary,6.45,0.05,Loyal
2025-07-01,Singapore,Singapore - Branch 1,Cappuccino,514.23,79,127,Janet,5.63,0.05,Returning
2025-06-08,Pune,Pune - Branch 2,Latte,202.09,34,40,Brett,6.89,0.11,Returning
2025-02-15,Kolkata,Kolkata - Branch 2,Cold Brew,518.49,45,103,Matthew,1.72,0.0,Loyal
2025-05-27,Pune,Pune - Branch 1,Mocha,294.93,72,161,Lisa,6.78,0.02,Loyal
2025-04-01,Surat,Surat - Branch 3,Latte,514.17,45,52,Cynthia,3.19,0.13,Loyal
2025-03-16,Dubai,Dubai - Branch 2,Cappuccino,495.19,30,112,Paul,2.12,0.1,Returning
2025-01-26,Delhi,Delhi - Branch 1,Cappuccino,440.94,43,93,Patricia,2.29,0.07,Loyal
2025-06-16,Mumbai,Mumbai - Branch 2,Latte,193.55,42,86,Julie,3.62,0.03,Returning
2025-03-28,Pune,Pune - Branch 2,Cappuccino,248.23,67,98,Ronald,2.72,0.02,Returning
2025-01-10,Delhi,Delhi - Branch 3,Frappuccino,268.61,55,33,Harold,6.34,0.1,Loyal
2025-01-25,Lucknow,Lucknow - Branch 3,Espresso,512.71,63,26,Julie,2.78,0.05,New
2025-06-23,Chennai,Chennai - Branch 3,Cold Brew,172.78,52,108,Katie,5.42,0.12,Returning
2025-02-20,New York,New York - Branch 2,Cappuccino,366.89,30,124,Martin,3.18,0.02,New
2025-07-07,Chennai,Chennai - Branch 3,Latte,267.73,83,140,Kathryn,3.47,0.11,New
2025-06-09,Singapore,Singapore - Branch 2,Americano,497.24,33,132,Nicole,1.78,0.12,Loyal
2025-03-20,Jaipur,Jaipur - Branch 2,Cold Brew,421.65,98,132,Tiffany,4.36,0.02,Loyal
2025-03-09,Singapore,Singapore - Branch 2,Frappuccino,199.85,50,78,Roger,3.13,0.1,New
2025-01-27,Dubai,Dubai - Branch 3,Mocha,464.43,100,157,Maria,1.66,0.07,Returning
2025-02-11,Surat,Surat - Branch 3,Frappuccino,408.04,61,133,Madison,5.01,0.04,New
2025-05-29,Delhi,Delhi - Branch 3,Latte,279.35,55,72,Bradley,5.12,0.04,Returning
2025-01-22,Surat,Surat - Branch 3,Cappuccino,500.7,75,99,Jessica,4.19,0.09,Returning
2025-02-07,Dubai,Dubai - Branch 1,Americano,462.91,83,179,Maria,1.51,0.08,Returning
2025-06-07,Kolkata,Kolkata - Branch 2,Cold Brew,357.09,97,147,Jeremy,3.06,0.13,Returning
2025-02-16,Chennai,Chennai - Branch 3,Cold Brew,274.94,42,136,Tanya,6.55,0.12,Loyal
2025-05-12,Lucknow,Lucknow - Branch 1,Cold Brew,346.63,50,150,Kevin,1.58,0.15,Loyal
2025-03-30,Dubai,Dubai - Branch 2,Frappuccino,406.92,97,37,Renee,2.95,0.11,Loyal
2025-06-08,Surat,Surat - Branch 1,Cold Brew,266.73,33,171,Kelly,5.64,0.14,New
2025-07-04,Delhi,Delhi - Branch 1,Americano,449.06,37,93,Annette,4.22,0.09,Returning
2025-05-25,London,London - Branch 3,Frappuccino,510.09,99,167,Lauren,3.29,0.13,Loyal
2025-01-15,Delhi,Delhi - Branch 2,Espresso,389.28,35,117,Edward,1.94,0.0,Returning
2025-03-10,Dubai,Dubai - Branch 2,Americano,272.97,63,38,Javier,3.79,0.08,Returning
2025-06-10,Dubai,Dubai - Branch 1,Espresso,437.32,42,13,Brenda,2.53,0.01,Returning
2025-05-10,Dubai,Dubai - Branch 1,Latte,257.91,68,151,Ronald,2.29,0.01,Returning
2025-01-29,Jaipur,Jaipur - Branch 2,Cappuccino,439.87,62,114,Erica,6.62,0.08,New
2025-04-08,Bangalore,Bangalore - Branch 2,Mocha,293.54,92,181,John,3.75,0.08,Returning
2025-02-19,Pune,Pune - Branch 1,Cold Brew,505.71,84,97,Danielle,1.93,0.13,Loyal
2025-03-31,Delhi,Delhi - Branch 3,Americano,215.43,96,60,Linda,6.65,0.06,New
2025-03-26,New York,New York - Branch 3,Espresso,541.4,93,63,Cody,4.92,0.1,Returning
2025-06-03,Hyderabad,Hyderabad - Branch 3,Espresso,230.67,83,36,Michael,1.68,0.09,Loyal
2025-06-01,Kolkata,Kolkata - Branch 2,Mocha,416.62,82,140,Nancy,5.9,0.13,Returning
